7.293431,-9.399709
7.275467,-9.066165
7.258288,-8.732553
7.241895,-8.398874
7.226287,-8.065128
7.211466,-7.731314
7.197430,-7.397434
7.184179,-7.063486
7.171715,-6.729470
7.160036,-6.395388
7.149142,-6.061238
7.139035,-5.727021
7.129713,-5.392737
7.121176,-5.058386
7.113426,-4.723967
7.106461,-4.389481
7.100282,-4.054927
7.094888,-3.720307
7.090281,-3.385619
7.086458,-3.050864
7.083422,-2.716042
7.081171,-2.381152
7.079706,-2.046196
7.079027,-1.711172
7.075427,-1.376281
7.047165,-1.042704
6.990702,-0.710632
6.906036,-0.380065
6.793169,-0.051003
6.650574,0.256367
6.476649,0.520811
6.271392,0.742323
5.904761,0.994097
5.621176,1.108283
5.306261,1.179537
4.960090,1.207960
4.602695,1.219416
4.249661,1.234030
3.900988,1.251802
3.556677,1.272732
3.216726,1.296820
2.881136,1.324066
2.549907,1.354471
2.223040,1.388033
1.900533,1.424754
1.582387,1.464633
1.262920,1.504129
0.911259,1.524010
0.522764,1.521385
0.113640,1.491303
-0.224233,1.405707
-0.476401,1.260182
-0.642863,1.054728
-0.723619,0.789345
-0.718670,0.464033
-0.638389,0.114881
-0.509013,-0.166840
-0.331823,-0.376674
-0.106818,-0.514621
0.166000,-0.580680
0.486632,-0.574853
0.855079,-0.497138
1.262405,-0.363432
1.656060,-0.267245
2.027457,-0.223853
2.376596,-0.233256
2.703478,-0.295455
3.008101,-0.410448
3.290467,-0.578238
3.550512,-0.798762
3.755675,-1.041230
3.878729,-1.279891
3.919673,-1.514745
3.878507,-1.745792
3.755231,-1.973032
3.549845,-2.196465
3.262350,-2.416092
2.918156,-2.619352
2.574476,-2.777974
2.233471,-2.890890
1.895139,-2.958099
1.560012,-2.982924
1.238709,-3.032044
0.935391,-3.131559
0.650056,-3.281470
0.382705,-3.481777
0.134998,-3.721273
-0.089033,-3.972720
-0.289206,-4.234897
-0.465522,-4.507804
-0.617981,-4.791440
-0.746582,-5.085806
-0.851325,-5.390901
-0.932211,-5.706726
-0.989240,-6.033280
-1.029051,-6.367879
-1.069999,-6.703101
-1.113151,-7.038514
-1.158506,-7.374119
-1.206064,-7.709915
-1.255826,-8.045903
-1.307792,-8.382083
-1.361961,-8.718454
-1.418333,-9.055017
-1.476909,-9.391771
-1.537688,-9.728717
-1.600671,-10.065855
-1.665857,-10.403184
-1.732893,-10.740646
-1.784964,-11.075457
-1.812843,-11.406090
-1.816529,-11.732545
-1.796023,-12.054821
-1.751325,-12.372918
-1.682434,-12.686837
-1.589351,-12.996578
-1.472076,-13.302140
-1.330608,-13.603524
-1.164948,-13.900730
-0.975095,-14.193757
-0.761231,-14.480964
-0.530232,-14.699817
-0.285609,-14.818380
-0.027362,-14.836655
0.244507,-14.754640
0.530000,-14.572337
0.825949,-14.298258
1.101662,-14.014908
1.349405,-13.743068
1.570822,-13.481123
1.779611,-13.215588
1.978844,-12.943440
2.168522,-12.664677
2.348645,-12.379302
2.498807,-12.091484
2.608280,-11.667367
2.603715,-11.389770
2.480547,-10.981096
2.320888,-10.713794
2.099192,-10.450610
1.832951,-10.189821
1.612143,-9.922565
1.449518,-9.647586
1.345077,-9.364884
1.297510,-8.926350
1.338527,-8.624341
1.437728,-8.314608
1.595112,-7.997153
1.809070,-7.672563
2.043500,-7.354040
2.283501,-7.047032
2.529155,-6.752743
2.783341,-6.513828
3.047494,-6.351515
3.321613,-6.265802
3.605700,-6.256690
3.899752,-6.324179
4.200361,-6.465908
4.463717,-6.651550
4.676439,-6.871842
4.838529,-7.126785
4.949986,-7.416379
5.010810,-7.740624
5.025153,-8.096425
5.032782,-8.454144
5.043629,-8.806376
5.057696,-9.153122
5.074981,-9.494381
5.095484,-9.830155
5.119207,-10.160442
5.146148,-10.485243
5.176308,-10.804558
5.209181,-11.119447
5.238841,-11.442358
5.263580,-11.776874
5.283398,-12.122996
5.298295,-12.480725
5.308272,-12.850059
5.316809,-13.227686
5.368305,-13.571354
5.476257,-13.868218
5.640664,-14.118278
5.861527,-14.321535
6.138845,-14.477988
6.462064,-14.578967
6.756023,-14.562728
7.005994,-14.417171
7.211626,-14.160451
7.371303,-13.876783
7.484820,-13.576760
7.552178,-13.260381
7.573377,-12.927646
7.548416,-12.578556
7.491525,-12.218998
7.448980,-11.868126
7.424348,-11.527415
7.417627,-11.196864
7.428818,-10.876474
7.441130,-10.720089
